info,rate,title,title2,hot,img_url
宋鸿兵 编著 / 中信出版社 / 2007-6 / 38.00元,7.3,"
                货币战争

                
              ",,"(
                    37506人评价
                )",https://img3.doubanio.com/spic/s2533235.jpg
匪我思存 / 新世界出版社 / 2007-2 / 20.00元,8.0,"
                佳期如梦

                
              ",,"(
                    34823人评价
                )",https://img1.doubanio.com/spic/s1991548.jpg
高木直子 / 洪俞君 / 大田 / 2004-12-1 / NT$220,8.4,"
                一個人住第5年

                
              ",,"(
                    33466人评价
                )",https://img3.doubanio.com/spic/s7059163.jpg
辛夷坞 / 朝华出版社 / 2007-10 / 25.00元,7.7,"
                原来你还在这里

                
              ",,"(
                    35645人评价
                )",https://img3.doubanio.com/spic/s3358963.jpg
安妮宝贝 / 中国社会科学出版社 / 2000-1 / 19.00,7.5,"
                告别薇安

                
              ",,"(
                    36329人评价
                )",https://img3.doubanio.com/spic/s1650313.jpg
天下霸唱 / 安徽文艺出版社 / 2006 / 25.0,8.1,"
                鬼吹灯之精绝古城

                
                  ",,"(
                    34068人评价
                )",https://img3.doubanio.com/spic/s6048082.jpg
当年明月 / 中国友谊出版公司 / 2007-4 / 24.80,8.9,"
                明朝那些事儿（叁）

                
                  ",,"(
                    31831人评价
                )",https://img3.doubanio.com/spic/s2544553.jpg
[美] 奥德丽·尼芬格 / 夏金 / 人民文学出版社 / 2007-4 / 29.90元,8.1,"
                时间旅行者的妻子

                
              ",The Time Traveler´s Wife,"(
                    34142人评价
                )",https://img3.doubanio.com/spic/s2375756.jpg
安妮宝贝 / 南海出版公司 / 2004-1 / 20.00元,7.7,"
                二三事

                
              ",,"(
                    35067人评价
                )",https://img3.doubanio.com/spic/s1157535.jpg
梁文道 / 广西师范大学出版社 / 2009-1 / 38.00,8.1,"
                常识

                
              ",,"(
                    33629人评价
                )",https://img3.doubanio.com/spic/s3588323.jpg
张爱玲 / 北京十月文艺出版社 / 2006-12 / 28.00元,8.6,"
                半生缘

                
              ",,"(
                    31858人评价
                )",https://img1.doubanio.com/spic/s2838737.jpg
桐华 / 民族出版社 / 2006-6 / 25.00元,8.1,"
                步步惊心

                
              ",,"(
                    32988人评价
                )",https://img3.doubanio.com/spic/s1681146.jpg
鲍鲸鲸 / 中信出版社 / 2010-1 / 25.00元,8.1,"
                失恋33天

                
                  ",,"(
                    32878人评价
                )",https://img3.doubanio.com/spic/s6980516.jpg
余华 / 上海文艺出版社 / 2006-3 / 27.00元,7.5,"
                兄弟（下）

                
              ",,"(
                    34900人评价
                )",https://img3.doubanio.com/spic/s9109733.jpg
（日）东野圭吾 / 刘子倩 / 南海出版公司 / 2009年11月 / 19.80元,9.0,"
                嫌疑人X的献身

                
              ",,"(
                    29870人评价
                )",https://img3.doubanio.com/spic/s4055190.jpg
郭敬明 / 上海译文出版社 / 2003-5 / 16.00元,6.7,"
                左手倒影，右手年华。

                
              ",,"(
                    36776人评价
                )",https://img3.doubanio.com/spic/s1068023.jpg
韩寒 / 上海人民出版社 / 2000-08 / 12.00,7.2,"
                零下一度

                
              ",,"(
                    34875人评价
                )",https://img3.doubanio.com/spic/s1028954.jpg
[英] 阿加莎・克里斯蒂 / 祁阿红 / 人民文学出版社 / 2008-3 / 19.00,8.9,"
                无人生还

                
              ",And Then There Were None,"(
                    29660人评价
                )",https://img3.doubanio.com/spic/s2962510.jpg
当年明月 / 中国海关出版社 / 2009-4 / 358.20元,9.1,"
                明朝那些事儿（1-9）

                
                  ",,"(
                    28853人评价
                )",https://img3.doubanio.com/spic/s3792001.jpg
金庸 / 广州出版社 花城出版社 / 2008-3 / 108.00元,8.8,"
                鹿鼎记（全五册）

                
              ",,"(
                    26189人评价
                )",https://img3.doubanio.com/spic/s3134040.jpg
韩寒 / 作家出版社 / 2002-1 / 16.00元,7.3,"
                像少年啦飞驰

                
              ",,"(
                    34162人评价
                )",https://img1.doubanio.com/spic/s1080179.jpg
蒋勋 / 广西师范大学出版社 / 2009-10-1 / 36.00元,8.1,"
                孤独六讲

                
              ",,"(
                    31430人评价
                )",https://img3.doubanio.com/spic/s4075572.jpg
南派三叔 / 中国友谊出版公司 / 2007-4 / 26.80元,8.2,"
                盗墓笔记2

                
                  ",,"(
                    31023人评价
                )",https://img3.doubanio.com/spic/s2376476.jpg
饶雪漫 / 当代世界出版社 / 2006-2 / 22.00元,7.1,"
                左耳

                
              ",,"(
                    34737人评价
                )",https://img3.doubanio.com/spic/s1520215.jpg
当年明月 / 中国友谊出版公司 / 2007-9 / 24.80,8.8,"
                明朝那些事儿（肆）

                
                  ",,"(
                    29364人评价
                )",https://img3.doubanio.com/spic/s2699632.jpg
[澳] 考琳·麦卡洛 / 曾胡 / 译林出版社 / 1998-7 / 28.00元,8.6,"
                荆棘鸟

                
              ",The Thorn Birds,"(
                    29740人评价
                )",https://img3.doubanio.com/spic/s2781615.jpg
七堇年 / 长江文艺出版社 / 2007-11 / 22.00元,7.8,"
                被窝是青春的坟墓

                
              ",,"(
                    31863人评价
                )",https://img3.doubanio.com/spic/s3028662.jpg
〔日〕东野圭吾 / 李炜 / 南海出版公司 / 2009年9月 / 28.00元,7.6,"
                幻夜

                
                  ",,"(
                    32415人评价
                )",https://img3.doubanio.com/spic/s3960322.jpg
藤子・F・不二雄 / 碧日 / 吉林美术出版社 / 1999-12-01 / 8.00,9.4,"
                机器猫哆啦A梦23

                
              ",,"(
                    27461人评价
                )",https://img3.doubanio.com/spic/s2273836.jpg
(法)马克·李维 / 段韵灵 / 湖南文艺出版社 / 2012-6-20 / 29.80元,7.9,"
                偷影子的人

                
              ",Le voleur d'ombres,"(
                    31216人评价
                )",https://img1.doubanio.com/spic/s10339418.jpg
太宰治 / 许时嘉 / 吉林出版集团有限责任公司 / 2009年9月 / 16.00元,8.3,"
                人间失格

                
              ",人間失格,"(
                    30208人评价
                )",https://img3.doubanio.com/spic/s6100756.jpg
廖信忠 / 重庆出版集团 / 2009-11 / 29.80元,7.4,"
                我们台湾这些年

                
                  ",,"(
                    32685人评价
                )",https://img3.doubanio.com/spic/s6088056.jpg
[日] 岩井俊二 / 张苓 / 天津人民出版社 / 2006-12 / 28.00元,7.7,"
                关于莉莉周的一切

                
              ",リリイ・シュシュのすべて,"(
                    31808人评价
                )",https://img3.doubanio.com/spic/s1928640.jpg
[美] 彼得·海斯勒 / 李雪顺 / 上海译文出版社 / 2011-1 / 33.00元,9.0,"
                寻路中国

                
                  ",Country Driving: A Journey Through China from Farm to Factory,"(
                    28167人评价
                )",https://img1.doubanio.com/spic/s4575849.jpg
菲茨杰拉德 / 姚乃强 / 人民文学出版社 / 2004-06 / 12.00元,8.3,"
                了不起的盖茨比

                
              ",The Great Gatsby,"(
                    29859人评价
                )",https://img3.doubanio.com/spic/s1005875.jpg
王小波 / 上海锦绣文章出版社 / 2008-5 / 18.00元,8.8,"
                爱你就像爱生命

                
              ",,"(
                    28282人评价
                )",https://img3.doubanio.com/spic/s4661043.jpg
七堇年 / 长江文艺出版社 / 2007-1 / 22.00元,8.2,"
                大地之灯

                
              ",,"(
                    29470人评价
                )",https://img3.doubanio.com/spic/s1994710.jpg
[英] 乔治·奥威尔 / 荣如德 / 上海译文出版社 / 2007-3 / 10.00元,9.2,"
                动物农场

                
              ",Animal Farm,"(
                    26990人评价
                )",https://img3.doubanio.com/spic/s2347590.jpg
格林兄弟 / 魏以新 / 人民文学出版社 / 1994-11 / 21.45元,8.9,"
                格林童话全集

                
              ",,"(
                    27535人评价
                )",https://img3.doubanio.com/spic/s1134341.jpg
张悦然 / 作家出版社 / 2005-1 / 19.00元,7.8,"
                水仙已乘鲤鱼去

                
              ",,"(
                    30220人评价
                )",https://img3.doubanio.com/spic/s9060522.jpg
[美] 欧·亨利 / 张经浩 / 上海社会科学院出版社 / 2003-7 / 25.00元,8.6,"
                麦琪的礼物

                
                  ",,"(
                    27965人评价
                )",https://img3.doubanio.com/spic/s1137441.jpg
[日] 村上春树 / 施小炜 / 南海出版公司 / 2011-1 / 39.50元,7.6,"
                1Q84 BOOK 3

                
                  ",,"(
                    30130人评价
                )",https://img3.doubanio.com/spic/s4577386.jpg
鲁迅 / 上海书店出版社 / 2003-7-1 / 14.50,8.6,"
                阿Q正传

                
              ",,"(
                    27439人评价
                )",https://img3.doubanio.com/spic/s1074811.jpg
当年明月 / 中国友谊出版公司 / 2008-3 / 28.80,8.8,"
                明朝那些事儿（伍）

                
                  ",,"(
                    26781人评价
                )",https://img3.doubanio.com/spic/s2967063.jpg
南派三叔 / 中国友谊出版公司 / 2007-11 / 26.80元,8.5,"
                盗墓笔记3

                
                  ",,"(
                    27634人评价
                )",https://img3.doubanio.com/spic/s27274091.jpg
林达 / 生活·读书·新知三联书店 / 1997-5 / 19.00元,9.0,"
                历史深处的忧虑

                
                  ",,"(
                    26347人评价
                )",https://img3.doubanio.com/spic/s1768916.jpg
郭敬明 / 长江文艺出版社 / 2010-1 / 26.80元,6.5,"
                小时代2.0虚铜时代

                
              ",,"(
                    32725人评价
                )",https://img3.doubanio.com/spic/s4604664.jpg
尾田荣一郎 / 董科 / 浙江人民美术出版社 / 2007-11 / 7.5,9.5,"
                海贼王

                
                  ",,"(
                    24905人评价
                )",https://img1.doubanio.com/spic/s1492518.jpg
阿来 / 人民文学出版社 / 1998-1-1 / 22.0,8.4,"
                尘埃落定

                
              ",,"(
                    27244人评价
                )",https://img3.doubanio.com/spic/s9140762.jpg
(法)古斯塔夫.勒庞 / 冯克利 / 中央编译出版社 / 1998-01 / 16.00元,8.4,"
                乌合之众

                
                  ",The Crowd: A Study of the Popular Mind,"(
                    27149人评价
                )",https://img3.doubanio.com/spic/s1988393.jpg
[美] 卡罗琳·帕克丝特 / 何致和 / 南海出版公司 / 2007-7 / 22.00元,7.7,"
                巴别塔之犬

                
              ",The Dogs of Babel,"(
                    28809人评价
                )",https://img3.doubanio.com/spic/s2609483.jpg
[美] 雷蒙德·卡佛 / 小二 / 译林出版社 / 2010-1 / 22.00元,7.8,"
                当我们谈论爱情时我们在谈论什么

                
              ",What We Talk About When We Talk About Love,"(
                    28345人评价
                )",https://img3.doubanio.com/spic/s4145144.jpg
八月长安 / 新世界出版社 / 2009-12 / 39.80元,8.8,"
                你好，旧时光（上 下）

                
              ",玛丽苏病例报告,"(
                    25795人评价
                )",https://img1.doubanio.com/spic/s4293097.jpg
[英] 乔治·奥威尔 / 刘绍铭 / 北京十月文艺出版社 / 2010-4-1 / 28.00元,9.3,"
                1984

                
              ",Nineteen Eighty-Four,"(
                    25021人评价
                )",https://img1.doubanio.com/spic/s4371408.jpg
笛安 / 长江文艺出版社 / 2010-7-1 / 26.80元,8.2,"
                东霓

                
              ",,"(
                    27239人评价
                )",https://img3.doubanio.com/spic/s4397380.jpg
安东尼 / 长江文艺出版社 / 2010-10 / 28.80元,8.3,"
                橙

                
                  ",,"(
                    26796人评价
                )",https://img3.doubanio.com/spic/s4512594.jpg
王小波 / 陕西师范大学出版社 / 2009-07-01 / 23.00元,8.8,"
                黄金时代

                
              ",,"(
                    25446人评价
                )",https://img1.doubanio.com/spic/s4083149.jpg
[法] 雨果 / 李丹 / 人民文学出版社 / 1992-6 / 66.00元,8.9,"
                悲惨世界（上中下）

                
              ",Les Misérables,"(
                    25254人评价
                )",https://img3.doubanio.com/spic/s1148102.jpg
[德] 帕·聚斯金德 / 李清华 / 上海译文出版社 / 2005-5 / 20.00元,8.5,"
                香水

                
                  ",,"(
                    25936人评价
                )",https://img1.doubanio.com/spic/s1556748.jpg
张爱玲 / 哈尔滨出版社 / 2005年6月 / 13.5元,8.5,"
                金锁记

                
              ",,"(
                    26088人评价
                )",https://img3.doubanio.com/spic/s2976745.jpg
老舍 / 人民文学出版社 / 2000-3-1 / 12.00,8.2,"
                骆驼祥子

                
              ",,"(
                    26631人评价
                )",https://img3.doubanio.com/spic/s1192660.jpg
寂地 / 北方妇女儿童出版社 / 2004-10 / 20.00元,8.6,"
                我的路

                
              ",,"(
                    25505人评价
                )",https://img3.doubanio.com/spic/s1445665.jpg
孙睿 / 远方出版社 / 2004-1 / 19.50元,7.2,"
                草样年华

                
                  ",,"(
                    29100人评价
                )",https://img3.doubanio.com/spic/s1068992.jpg
安妮宝贝 / 作家出版社 / 2002-8 / 18.00元,8.0,"
                蔷薇岛屿

                
              ",,"(
                    26873人评价
                )",https://img3.doubanio.com/spic/s3237601.jpg
南派三叔 / 中国友谊出版公司 / 2008-11 / 32.80元,8.5,"
                盗墓笔记4

                
                  ",,"(
                    25770人评价
                )",https://img1.doubanio.com/spic/s5951677.jpg
九夜茴 / 东方出版社 / 2008-1 / 29.00,8.3,"
                匆匆那年（上下）

                
              ",,"(
                    25899人评价
                )",https://img3.doubanio.com/spic/s2892553.jpg
桐华 / 江苏文艺出版社 / 2010-01 / 23.80元,8.5,"
                那些回不去的年少时光

                
              ",,"(
                    25085人评价
                )",https://img3.doubanio.com/spic/s4130990.jpg
[意大利]伊塔洛·卡尔维诺 / 张宓 / 译林出版社 / 2006-8 / 16.00元,8.8,"
                看不见的城市

                
              ",Le città invisibili,"(
                    24778人评价
                )",https://img3.doubanio.com/spic/s1804710.jpg
三毛 / 北京十月文艺出版社 / 2011-1-7 / 24.00元,9.3,"
                撒哈拉的故事

                
              ",,"(
                    23819人评价
                )",https://img3.doubanio.com/spic/s6780941.jpg
章诒和 / 人民文学出版社 / 2004-1 / 35.00元,8.6,"
                往事并不如烟

                
              ",,"(
                    25025人评价
                )",https://img1.doubanio.com/spic/s1108667.jpg
三毛 / 北京十月文艺出版社 / 2007-6 / 28.00元,8.8,"
                梦里花落知多少

                
              ",,"(
                    24204人评价
                )",https://img3.doubanio.com/spic/s2393243.jpg
[美] 沃尔特·艾萨克森 / 管延圻 / 中信出版社 / 2011-10-24 / 68.00元,8.7,"
                史蒂夫·乔布斯传

                
              ",Steve Jobs: A Biography,"(
                    24293人评价
                )",https://img3.doubanio.com/spic/s6974202.jpg
张爱玲 / 北京十月文艺出版社 / 2006-12 / 29.80元,8.7,"
                倾城之恋

                
              ",,"(
                    24212人评价
                )",https://img3.doubanio.com/spic/s4638950.jpg
[印] 罗宾德拉纳德·泰戈尔 / 徐翰林 / 哈尔滨出版社 / 2004-6 / 16.80元,8.8,"
                飞鸟集

                
              ",,"(
                    23949人评价
                )",https://img3.doubanio.com/spic/s1044902.jpg
九把刀 / 花山文艺出版社 / 2007-1 / 20.00元,8.2,"
                那些年，我们一起追的女孩

                
              ",,"(
                    25003人评价
                )",https://img3.doubanio.com/spic/s1982025.jpg
王小波 / 北方文艺出版社 / 2006-4 / 18.80元,8.8,"
                一只特立独行的猪

                
              ",,"(
                    23834人评价
                )",https://img3.doubanio.com/spic/s1670642.jpg
沧月 / 北京十月文艺出版社 / 2006-10 / 25.00元,8.5,"
                七夜雪

                
              ",,"(
                    24328人评价
                )",https://img1.doubanio.com/spic/s3007857.jpg
王安忆 / 南海出版公司 / 2003-8 / 22.00元,8.3,"
                长恨歌

                
              ",,"(
                    24928人评价
                )",https://img3.doubanio.com/spic/s3018752.jpg
舒仪 / 中国画报出版社 / 2009-3 / 23.80,7.6,"
                曾有一个人，爱我如生命

                
              ",,"(
                    26103人评价
                )",https://img1.doubanio.com/spic/s3635269.jpg
[美] 莫提默·J. 艾德勒 / 郝明义 / 商务印书馆 / 2004-1 / 38.00元,8.5,"
                如何阅读一本书

                
              ",How to Read a Book,"(
                    24261人评价
                )",https://img1.doubanio.com/spic/s1670978.jpg
大冰 / 湖南文艺出版社 / 2014-9-1 / 36.00元,7.6,"
                乖，摸摸头

                
              ",,"(
                    25765人评价
                )",https://img3.doubanio.com/spic/s27466554.jpg
李海鹏 / 文化艺术出版社 / 2010-6 / 25.00元,8.2,"
                佛祖在一号线

                
              ",,"(
                    24683人评价
                )",https://img1.doubanio.com/spic/s4397779.jpg
[美] 斯宾塞·约翰逊 / 吴立俊 / 中信出版社 / 2001-9 / 16.80元,7.2,"
                谁动了我的奶酪？

                
              ",Who Moved My Cheese?,"(
                    27098人评价
                )",https://img3.doubanio.com/spic/s1035374.jpg
李可 / 陕西师范大学出版社 / 2009-1 / 28.00,7.3,"
                杜拉拉2华年似水

                
                  ",,"(
                    26800人评价
                )",https://img3.doubanio.com/spic/s3476613.jpg
[英] 伊恩·麦克尤恩 / 潘帕 / 南京大学出版社 / 2010-2 / 22.00元,8.0,"
                最初的爱情 最后的仪式

                
              ","First Love, Last Rites","(
                    25063人评价
                )",https://img3.doubanio.com/spic/s3979661.jpg
落落 / 长江文艺出版社 / 2007-12 / 22.00,7.6,"
                不朽

                
              ",,"(
                    25818人评价
                )",https://img3.doubanio.com/spic/s2868780.jpg
hans / 上海锦绣文章出版社 / 2009-1 / 36.80元,9.0,"
                阿狸·梦之城堡

                
              ",,"(
                    22878人评价
                )",https://img3.doubanio.com/spic/s3721175.jpg
龙应台 / 生活·读书·新知三联书店 / 2009-12-1 / 28.00元,8.8,"
                孩子你慢慢来

                
              ",,"(
                    23261人评价
                )",https://img3.doubanio.com/spic/s4124434.jpg
[美] 丹.布朗 / 朱振武 / 人民文学出版社 / 2005-2 / 29.80元,8.2,"
                天使与魔鬼

                
              ",Angels & Demons,"(
                    24426人评价
                )",https://img3.doubanio.com/spic/s1914485.jpg
刘慈欣 / 四川科学技术出版社 / 2005-6 / 22.00元,8.7,"
                球状闪电

                
              ",,"(
                    23229人评价
                )",https://img3.doubanio.com/spic/s26040205.jpg
落落 / 长江文艺出版社 / 2009-6 / 22.80元,7.3,"
                尘埃星球

                
              ",,"(
                    26279人评价
                )",https://img3.doubanio.com/spic/s1944575.jpg
[日] 川端康成 / 叶渭渠 / 广西师范大学出版社 / 2002-2 / 23.80元,8.1,"
                伊豆的舞女

                
              ",伊豆の踊子,"(
                    24268人评价
                )",https://img3.doubanio.com/spic/s1056010.jpg
[日] 村上春树 / 林少华 / 上海译文出版社 / 2002-12 / 23.00元,8.5,"
                世界尽头与冷酷仙境

                
              ",世界の終りとハードボイルド・ワンダーランド,"(
                    23426人评价
                )",https://img1.doubanio.com/spic/s1801057.jpg
[美] 伍绮诗 / 孙璐 / 江苏凤凰文艺出版社 / 2015-7 / 35.00元,8.2,"
                无声告白

                
              ",Everything I Never Told You,"(
                    24223人评价
                )",https://img3.doubanio.com/spic/s28109182.jpg
（美）鲁思・本尼迪克特 / 吕万和 / 商务印书馆 / 1990-6 / 16.00,8.2,"
                菊与刀

                
                  ",The Chrysanthemum and the Sword,"(
                    23915人评价
                )",https://img3.doubanio.com/spic/s1074166.jpg
鸟山明 / 牟琳 / 東立 / 1993-6-25 / 6.90,9.2,"
                七龍珠 34

                
                  ",,"(
                    21956人评价
                )",https://img1.doubanio.com/spic/s1395309.jpg
蔡崇达 / 天津人民出版社 / 2014-12-1 / 39.80元,7.8,"
                皮囊

                
              ",No More Than Skins,"(
                    24648人评价
                )",https://img3.doubanio.com/spic/s27943411.jpg
[澳] 朗达·拜恩 / 谢明宪 / 中国城市出版社 / 2008-11 / 32.00,7.3,"
                秘密

                
              ",,"(
                    25659人评价
                )",https://img3.doubanio.com/spic/s3331205.jpg
金庸 / 三联书店 / 1999-04 / 0,8.5,"
                倚天屠龙记(共四册)

                
              ",,"(
                    23030人评价
                )",https://img1.doubanio.com/spic/s1829709.jpg
当年明月 / 中国海关出版社 / 2009年 / 29.80元,9.0,"
                明朝那些事儿（柒）：大结局

                
              ",,"(
                    22104人评价
                )",https://img3.doubanio.com/spic/s4536142.jpg
古典 / 中国书店 / 2010-9 / 29.80元,8.0,"
                拆掉思维里的墙

                
                  ",,"(
                    23904人评价
                )",https://img1.doubanio.com/spic/s6907698.jpg
[日] 乙一 / 李颖秋 / 当代世界出版社 / 2007-10 / 20.00元,8.6,"
                ZOO

                
              ",,"(
                    22632人评价
                )",https://img1.doubanio.com/spic/s2756239.jpg
张悦然 / 春风文艺出版社 / 2004-01 / 23.00元,7.5,"
                樱桃之远

                
              ",,"(
                    24907人评价
                )",https://img3.doubanio.com/spic/s1110226.jpg
当年明月 / 中国海关出版社 / 2008-11 / 28.80,8.9,"
                明朝那些事儿（陆）

                
                  ",,"(
                    22070人评价
                )",https://img3.doubanio.com/spic/s4428711.jpg
[捷克] 米兰·昆德拉 / 袁筱一 / 上海译文出版社 / 2004-5 / 25.00元,8.3,"
                生活在别处

                
              ",Život je jinde,"(
                    23031人评价
                )",https://img3.doubanio.com/spic/s1069535.jpg
[英] 奥斯丁 / 王科一 / 上海译文出版社 / 1996-12 / 11.00元,9.0,"
                傲慢与偏见

                
              ",Pride and Prejudice,"(
                    21637人评价
                )",https://img1.doubanio.com/spic/s27017338.jpg
李开复 / 中信出版社 / 2009-9 / 29.80元,8.1,"
                世界因你不同

                
                  ",,"(
                    23160人评价
                )",https://img3.doubanio.com/spic/s3994156.jpg
天下霸唱 / 安徽文艺出版社 / 2006-11 / 26.80元,8.0,"
                鬼吹灯之云南虫谷

                
              ",,"(
                    23350人评价
                )",https://img1.doubanio.com/spic/s6063257.jpg
南派三叔 / 中国友谊出版公司 / 2010-1 / 32.80元,8.5,"
                盗墓笔记6

                
                  ",,"(
                    22452人评价
                )",https://img1.doubanio.com/spic/s6098009.jpg
